slot_id,machine_id,machine_type,operator_id,shift_id,order_id,operation_id,sequence,setup_family,setup_time_minutes,start_time,end_time,status,machine_cost,operator_cost,overtime_cost,changeover_cost,explanation,decision_log
SLOT_011,RADIAL_DRILL_02,RADIAL_DRILL,OP_001,SH_04_MORNING,ORD_008,OPR_008_02,2.0,DRILLING,27.0,2026-09-04T07:48:40.620000,2026-09-04T08:38:51.600000,PLANNED,209.09583333333333,179.82241666666667,0.0,209.25,Selected RADIAL_DRILL_02 / OP_001 at score 100.41; setup 27.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.045454545454545456, ""bottleneck_pressure"": 0.013492857142857143, ""changeover_cost"": 209.25, ""due_date_urgency"": 27.35233333333333, ""lateness_cost"": 0.0, ""machine_cost"": 209.09583333333333, ""operator_cost"": 179.82241666666667, ""operator_scarcity"": 0.09090909090909091, ""reliability_risk"": 0.0008804035087719298, ""slack"": 27.35233333333333, ""tier_priority"": 3.0, ""utilization_pressure"": 2}, ""score"": 100.40933333333332, ""strategy"": ""MOST_ON_TIME""}"
SLOT_012,CNC_VMC_02,CNC_VMC,OP_003,SH_04_AFTERNOON,ORD_008,OPR_008_03,3.0,THREADING,110.0,2026-09-04T18:50:00,2026-09-04T19:04:13.860000,PLANNED,189.74666666666667,29.647916666666667,0.0,1995.8333333333333,Selected CNC_VMC_02 / OP_003 at score 58.72; setup 110.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.05555555555555555, ""bottleneck_pressure"": 0.0040492857142857145, ""changeover_cost"": 1995.8333333333333, ""due_date_urgency"": 16.929483333333334, ""lateness_cost"": 0.0, ""machine_cost"": 189.74666666666667, ""operator_cost"": 29.647916666666667, ""operator_scarcity"": 0.16666666666666666, ""reliability_risk"": 0.00033883333333333335, ""slack"": 16.929483333333334, ""tier_priority"": 3.0, ""utilization_pressure"": 1}, ""score"": 58.717933333333335, ""strategy"": ""MOST_ON_TIME""}"
SLOT_013,GRINDER_01,GRINDER,OP_001,SH_04_NIGHT,ORD_008,OPR_008_04,4.0,GRINDING,23.0,2026-09-04T22:23:00,2026-09-05T05:31:38.712600,PLANNED,5358.065124999999,1535.9786691666666,1535.9786691666666,369.9166666666667,Selected GRINDER_01 / OP_001 at score 16.89; setup 23.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.3333333333333333, ""bottleneck_pressure"": 0.03587149920634921, ""changeover_cost"": 369.9166666666667, ""due_date_urgency"": 6.4725798333333335, ""lateness_cost"": 0.0, ""machine_cost"": 5358.065124999999, ""operator_cost"": 1535.9786691666666, ""operator_scarcity"": 0.3333333333333333, ""reliability_risk"": 0.01488351423611111, ""slack"": 6.4725798333333335, ""tier_priority"": 3.0, ""utilization_pressure"": 1}, ""score"": 16.890319333333334, ""strategy"": ""MOST_ON_TIME""}"
SLOT_014,CMM_01,CMM_INSPECTION,OP_002,SH_05_MORNING,ORD_008,OPR_008_05,5.0,INSPECTION,20.0,2026-09-05T09:26:59.160000,2026-09-05T10:09:40.740000,PLANNED,284.62,60.48175,0.0,161.66666666666666,Selected CMM_01 / OP_002 at score -1.65; setup 20.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.1, ""bottleneck_pressure"": 0.0, ""changeover_cost"": 161.66666666666666, ""due_date_urgency"": 1.8386833333333334, ""lateness_cost"": 0.0, ""machine_cost"": 284.62, ""operator_cost"": 60.48175, ""operator_scarcity"": 0.1, ""reliability_risk"": 0.0005929583333333334, ""slack"": 1.8386833333333334, ""tier_priority"": 3.0, ""utilization_pressure"": 0}, ""score"": -1.6452666666666662, ""strategy"": ""MOST_ON_TIME""}"
SLOT_015,CNC_LATHE_01,CNC_LATHE,OP_002,SH_03_MORNING,ORD_021,OPR_021_01,1.0,TURNING,29.0,2026-09-03T06:29:00,2026-09-03T07:43:27,PLANNED,682.4583333333333,105.47083333333333,0.0,306.9166666666667,Selected CNC_LATHE_01 / OP_002 at score 110.10; setup 29.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.045454545454545456, ""bottleneck_pressure"": 0.002579444444444444, ""changeover_cost"": 306.9166666666667, ""due_date_urgency"": 28.275833333333335, ""lateness_cost"": 0.0, ""machine_cost"": 682.4583333333333, ""operator_cost"": 105.47083333333333, ""operator_scarcity"": 0.09090909090909091, ""reliability_risk"": 0.0017233796296296296, ""slack"": 28.275833333333335, ""tier_priority"": 1.0, ""utilization_pressure"": 1}, ""score"": 110.10333333333334, ""strategy"": ""MOST_ON_TIME""}"
SLOT_016,CNC_VMC_02,CNC_VMC,OP_003,SH_03_MORNING,ORD_021,OPR_021_02,2.0,MILLING,99.0,2026-09-03T09:22:27,2026-09-03T10:33:55.320000,PLANNED,952.9599999999998,148.89999999999998,0.0,1826.25,Selected CNC_VMC_02 / OP_003 at score 98.74; setup 99.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.05555555555555555, ""bottleneck_pressure"": 0.01390888888888889, ""changeover_cost"": 1826.25, ""due_date_urgency"": 25.43463333333333, ""lateness_cost"": 0.0, ""machine_cost"": 952.9599999999998, ""operator_cost"": 148.89999999999998, ""operator_scarcity"": 0.16666666666666666, ""reliability_risk"": 0.0017017142857142854, ""slack"": 25.43463333333333, ""tier_priority"": 1.0, ""utilization_pressure"": 2}, ""score"": 98.73853333333332, ""strategy"": ""MOST_ON_TIME""}"
SLOT_017,RADIAL_DRILL_02,RADIAL_DRILL,OP_001,SH_03_MORNING,ORD_021,OPR_021_03,3.0,DRILLING,27.0,2026-09-03T11:00:55.320000,2026-09-03T13:29:49.320000,PLANNED,620.4166666666666,533.5583333333333,0.0,209.25,Selected RADIAL_DRILL_02 / OP_001 at score 87.01; setup 27.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.045454545454545456, ""bottleneck_pressure"": 0.019618492063492064, ""changeover_cost"": 209.25, ""due_date_urgency"": 22.502966666666666, ""lateness_cost"": 0.0, ""machine_cost"": 620.4166666666666, ""operator_cost"": 533.5583333333333, ""operator_scarcity"": 0.09090909090909091, ""reliability_risk"": 0.0026122807017543857, ""slack"": 22.502966666666666, ""tier_priority"": 1.0, ""utilization_pressure"": 3}, ""score"": 87.01186666666666, ""strategy"": ""MOST_ON_TIME""}"
SLOT_018,GRINDER_01,GRINDER,OP_001,SH_03_AFTERNOON,ORD_021,OPR_021_04,4.0,GRINDING,23.0,2026-09-03T14:23:00,2026-09-03T21:26:15.788400,PLANNED,5290.78925,1516.6929183333334,0.0,369.9166666666667,Selected GRINDER_01 / OP_001 at score 55.25; setup 23.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.3333333333333333, ""bottleneck_pressure"": 0.07171635714285714, ""changeover_cost"": 369.9166666666667, ""due_date_urgency"": 14.562281, ""lateness_cost"": 0.0, ""machine_cost"": 5290.78925, ""operator_cost"": 1516.6929183333334, ""operator_scarcity"": 0.3333333333333333, ""reliability_risk"": 0.014696636805555555, ""slack"": 14.562281, ""tier_priority"": 1.0, ""utilization_pressure"": 2}, ""score"": 55.249124, ""strategy"": ""MOST_ON_TIME""}"
SLOT_019,CMM_01,CMM_INSPECTION,OP_002,SH_04_MORNING,ORD_021,OPR_021_05,5.0,INSPECTION,18.0,2026-09-04T06:18:00,2026-09-04T08:52:51.360000,PLANNED,1032.3733333333332,219.37933333333334,0.0,145.5,Selected CMM_01 / OP_002 at score 9.48; setup 18.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.1, ""bottleneck_pressure"": 0.004975634920634921, ""changeover_cost"": 145.5, ""due_date_urgency"": 3.1190666666666664, ""lateness_cost"": 0.0, ""machine_cost"": 1032.3733333333332, ""operator_cost"": 219.37933333333334, ""operator_scarcity"": 0.1, ""reliability_risk"": 0.002150777777777778, ""slack"": 3.1190666666666664, ""tier_priority"": 1.0, ""utilization_pressure"": 1}, ""score"": 9.476266666666666, ""strategy"": ""MOST_ON_TIME""}"
SLOT_020,CNC_VMC_01,CNC_VMC,OP_003,SH_05_AFTERNOON,ORD_023,OPR_023_01,1.0,MILLING,27.0,2026-09-05T14:27:00,2026-09-05T16:46:11.640000,PLANNED,1855.9199999999996,289.98749999999995,0.0,416.25,Selected CNC_VMC_01 / OP_003 at score 166.92; setup 27.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.05555555555555555, ""bottleneck_pressure"": 0.011591349206349206, ""changeover_cost"": 416.25, ""due_date_urgency"": 43.23009999999999, ""lateness_cost"": 0.0, ""machine_cost"": 1855.9199999999996, ""operator_cost"": 289.98749999999995, ""operator_scarcity"": 0.16666666666666666, ""reliability_risk"": 0.0033141428571428566, ""slack"": 43.23009999999999, ""tier_priority"": 2.0, ""utilization_pressure"": 2}, ""score"": 166.92039999999997, ""strategy"": ""MOST_ON_TIME""}"
SLOT_021,RADIAL_DRILL_02,RADIAL_DRILL,OP_001,SH_05_AFTERNOON,ORD_023,OPR_023_02,2.0,DRILLING,27.0,2026-09-05T17:13:11.640000,2026-09-05T19:00:45.180000,PLANNED,448.1625,385.41975,0.0,209.25,Selected RADIAL_DRILL_02 / OP_001 at score 157.95; setup 27.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.045454545454545456, ""bottleneck_pressure"": 0.033578809523809525, ""changeover_cost"": 209.25, ""due_date_urgency"": 40.98745, ""lateness_cost"": 0.0, ""machine_cost"": 448.1625, ""operator_cost"": 385.41975, ""operator_scarcity"": 0.09090909090909091, ""reliability_risk"": 0.001887, ""slack"": 40.98745, ""tier_priority"": 2.0, ""utilization_pressure"": 4}, ""score"": 157.9498, ""strategy"": ""MOST_ON_TIME""}"
SLOT_022,CNC_VMC_01,CNC_VMC,OP_003,SH_05_AFTERNOON,ORD_023,OPR_023_03,3.0,THREADING,110.0,2026-09-05T20:50:45.180000,2026-09-05T21:45:35.220000,PLANNED,731.1199999999999,114.2375,0.0,1995.8333333333333,Selected CNC_VMC_01 / OP_003 at score 146.96; setup 110.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.05555555555555555, ""bottleneck_pressure"": 0.024781349206349206, ""changeover_cost"": 1995.8333333333333, ""due_date_urgency"": 38.24021666666667, ""lateness_cost"": 0.0, ""machine_cost"": 731.1199999999999, ""operator_cost"": 114.2375, ""operator_scarcity"": 0.16666666666666666, ""reliability_risk"": 0.0013055714285714285, ""slack"": 38.24021666666667, ""tier_priority"": 2.0, ""utilization_pressure"": 3}, ""score"": 146.96086666666667, ""strategy"": ""MOST_ON_TIME""}"
SLOT_023,GRINDER_01,GRINDER,OP_001,SH_06_MORNING,ORD_023,OPR_023_04,4.0,GRINDING,23.0,2026-09-06T06:23:00,2026-09-06T13:24:31.549800,PLANNED,5269.072875000001,1510.4675575,0.0,369.9166666666667,Selected GRINDER_01 / OP_001 at score 84.36; setup 23.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.3333333333333333, ""bottleneck_pressure"": 0.10713406666666667, ""changeover_cost"": 369.9166666666667, ""due_date_urgency"": 22.59123616666667, ""lateness_cost"": 0.0, ""machine_cost"": 5269.072875000001, ""operator_cost"": 1510.4675575, ""operator_scarcity"": 0.3333333333333333, ""reliability_risk"": 0.014636313541666668, ""slack"": 22.59123616666667, ""tier_priority"": 2.0, ""utilization_pressure"": 3}, ""score"": 84.36494466666667, ""strategy"": ""MOST_ON_TIME""}"
SLOT_024,CMM_01,CMM_INSPECTION,OP_002,SH_06_AFTERNOON,ORD_023,OPR_023_05,5.0,INSPECTION,18.0,2026-09-06T14:18:00,2026-09-06T15:33:55.440000,PLANNED,506.15999999999997,107.55899999999998,0.0,145.5,Selected CMM_01 / OP_002 at score 75.74; setup 18.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.1, ""bottleneck_pressure"": 0.01869436507936508, ""changeover_cost"": 145.5, ""due_date_urgency"": 20.4346, ""lateness_cost"": 0.0, ""machine_cost"": 506.15999999999997, ""operator_cost"": 107.55899999999998, ""operator_scarcity"": 0.1, ""reliability_risk"": 0.0010544999999999999, ""slack"": 20.4346, ""tier_priority"": 2.0, ""utilization_pressure"": 2}, ""score"": 75.7384, ""strategy"": ""MOST_ON_TIME""}"
SLOT_025,CNC_LATHE_01,CNC_LATHE,OP_002,SH_04_MORNING,ORD_016,OPR_016_01,1.0,TURNING,29.0,2026-09-04T09:21:51.360000,2026-09-04T11:02:24.960000,PLANNED,921.8000000000001,142.46,0.0,306.9166666666667,Selected CNC_LATHE_01 / OP_002 at score 237.84; setup 29.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.045454545454545456, ""bottleneck_pressure"": 0.010789761904761904, ""changeover_cost"": 306.9166666666667, ""due_date_urgency"": 60.95973333333333, ""lateness_cost"": 0.0, ""machine_cost"": 921.8000000000001, ""operator_cost"": 142.46, ""operator_scarcity"": 0.09090909090909091, ""reliability_risk"": 0.002327777777777778, ""slack"": 60.95973333333333, ""tier_priority"": 2.0, ""utilization_pressure"": 2}, ""score"": 237.83893333333333, ""strategy"": ""MOST_ON_TIME""}"
SLOT_026,CNC_VMC_01,CNC_VMC,OP_003,SH_06_MORNING,ORD_016,OPR_016_02,2.0,MILLING,99.0,2026-09-06T07:39:00,2026-09-06T10:45:02.160000,PLANNED,2480.48,387.575,0.0,1826.25,Selected CNC_VMC_01 / OP_003 at score 47.00; setup 99.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.05555555555555555, ""bottleneck_pressure"": 0.0378634126984127, ""changeover_cost"": 1826.25, ""due_date_urgency"": 13.2494, ""lateness_cost"": 0.0, ""machine_cost"": 2480.48, ""operator_cost"": 387.575, ""operator_scarcity"": 0.16666666666666666, ""reliability_risk"": 0.004429428571428571, ""slack"": 13.2494, ""tier_priority"": 2.0, ""utilization_pressure"": 4}, ""score"": 46.9976, ""strategy"": ""MOST_ON_TIME""}"
SLOT_027,RADIAL_DRILL_02,RADIAL_DRILL,OP_001,SH_06_AFTERNOON,ORD_016,OPR_016_03,3.0,DRILLING,27.0,2026-09-06T14:27:00,2026-09-06T15:49:57.720000,PLANNED,345.675,297.2805,0.0,209.25,Selected RADIAL_DRILL_02 / OP_001 at score 26.67; setup 27.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.045454545454545456, ""bottleneck_pressure"": 0.044258095238095235, ""changeover_cost"": 209.25, ""due_date_urgency"": 8.1673, ""lateness_cost"": 0.0, ""machine_cost"": 345.675, ""operator_cost"": 297.2805, ""operator_scarcity"": 0.09090909090909091, ""reliability_risk"": 0.0014554736842105262, ""slack"": 8.1673, ""tier_priority"": 2.0, ""utilization_pressure"": 5}, ""score"": 26.669199999999996, ""strategy"": ""MOST_ON_TIME""}"
SLOT_028,CNC_LATHE_01,CNC_LATHE,OP_002,SH_02_MORNING,ORD_022,OPR_022_01,1.0,TURNING,29.0,2026-09-02T06:29:00,2026-09-02T07:26:56.160000,PLANNED,531.08,82.07600000000001,0.0,306.9166666666667,Selected CNC_LATHE_01 / OP_002 at score 393.20; setup 29.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.045454545454545456, ""bottleneck_pressure"": 0.021072301587301587, ""changeover_cost"": 306.9166666666667, ""due_date_urgency"": 100.55106666666667, ""lateness_cost"": 0.0, ""machine_cost"": 531.08, ""operator_cost"": 82.07600000000001, ""operator_scarcity"": 0.09090909090909091, ""reliability_risk"": 0.0013411111111111113, ""slack"": 100.55106666666667, ""tier_priority"": 3.0, ""utilization_pressure"": 3}, ""score"": 393.2042666666667, ""strategy"": ""MOST_ON_TIME""}"
SLOT_029,CNC_LATHE_01,CNC_LATHE,OP_001,SH_02_MORNING,ORD_022,OPR_022_02,2.0,TURNING,29.0,2026-09-02T07:55:56.160000,2026-09-02T08:26:36.480000,PLANNED,281.15999999999997,109.908,0.0,369.75,Selected CNC_LATHE_01 / OP_001 at score 389.23; setup 29.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.045454545454545456, ""bottleneck_pressure"": 0.027971984126984126, ""changeover_cost"": 369.75, ""due_date_urgency"": 99.55653333333333, ""lateness_cost"": 0.0, ""machine_cost"": 281.15999999999997, ""operator_cost"": 109.908, ""operator_scarcity"": 0.09090909090909091, ""reliability_risk"": 0.00071, ""slack"": 99.55653333333333, ""tier_priority"": 3.0, ""utilization_pressure"": 4}, ""score"": 389.22613333333334, ""strategy"": ""MOST_ON_TIME""}"
SLOT_030,CNC_LATHE_01,CNC_LATHE,OP_001,SH_02_MORNING,ORD_022,OPR_022_03,3.0,THREADING,78.0,2026-09-02T09:44:36.480000,2026-09-02T11:30:15.360000,PLANNED,968.4399999999999,378.572,0.0,1294.5,Selected CNC_LATHE_01 / OP_001 at score 376.98; setup 78.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.045454545454545456, ""bottleneck_pressure"": 0.03270785714285714, ""changeover_cost"": 1294.5, ""due_date_urgency"": 96.49573333333333, ""lateness_cost"": 0.0, ""machine_cost"": 968.4399999999999, ""operator_cost"": 378.572, ""operator_scarcity"": 0.09090909090909091, ""reliability_risk"": 0.0024455555555555554, ""slack"": 96.49573333333333, ""tier_priority"": 3.0, ""utilization_pressure"": 5}, ""score"": 376.98293333333334, ""strategy"": ""MOST_ON_TIME""}"
SLOT_031,GRINDER_01,GRINDER,OP_001,SH_02_AFTERNOON,ORD_022,OPR_022_04,4.0,GRINDING,23.0,2026-09-02T14:23:00,2026-09-02T21:30:39.172800,PLANNED,5345.661,1532.42282,0.0,369.9166666666667,Selected GRINDER_01 / OP_001 at score 336.96; setup 23.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.3333333333333333, ""bottleneck_pressure"": 0.14241389444444444, ""changeover_cost"": 369.9166666666667, ""due_date_urgency"": 86.48911866666667, ""lateness_cost"": 0.0, ""machine_cost"": 5345.661, ""operator_cost"": 1532.42282, ""operator_scarcity"": 0.3333333333333333, ""reliability_risk"": 0.014849058333333333, ""slack"": 86.48911866666667, ""tier_priority"": 3.0, ""utilization_pressure"": 4}, ""score"": 336.9564746666667, ""strategy"": ""MOST_ON_TIME""}"
SLOT_032,CMM_01,CMM_INSPECTION,OP_002,SH_03_MORNING,ORD_022,OPR_022_05,5.0,INSPECTION,18.0,2026-09-03T08:01:27,2026-09-03T08:57:40.920000,PLANNED,374.88,79.662,0.0,145.5,Selected CMM_01 / OP_002 at score 291.15; setup 18.0 min.,"{""components"": {""alternative_resource_scarcity"": 0.1, ""bottleneck_pressure"": 0.026148650793650793, ""changeover_cost"": 145.5, ""due_date_urgency"": 75.03863333333334, ""lateness_cost"": 0.0, ""machine_cost"": 374.88, ""operator_cost"": 79.662, ""operator_scarcity"": 0.1, ""reliability_risk"": 0.0007810000000000001, ""slack"": 75.03863333333334, ""tier_priority"": 3.0, ""utilization_pressure"": 3}, ""score"": 291.15453333333335, ""strategy"": ""MOST_ON_TIME""}"
